gene_id,EC,Gene_id,B_10_fpkm,G_3_fpkm,GM_2_fpkm,M_12_fpkm,M_24_fpkm,M_36_fpkm,M_48_fpkm,M_60_fpkm,M_72_fpkm,M_84_fpkm,M_96_fpkm,M_108_fpkm,M_120_fpkm,gene_chr,gene_start,gene_end,gene_strand,gene_length
PAS_chr3_1128,2.3.1.48,PAS_chr3_1128,44.1063353,47.38310214,44.43719972,42.53132326,40.45108055,37.83001943,38.81972487,38.42573819,36.8893222,38.20731313,38.80445353,40.63773735,35.08332287,,,,,
PAS_chr3_0749,2.3.1.48,PAS_chr3_0749,29.65465482,24.84145318,22.44438157,16.21952415,18.33767137,21.8207302,21.20477161,21.1838678,21.35468172,18.39764595,21.44564379,20.15131058,20.90490455,,,,,
PAS_chr4_0084,2.3.1.48,PAS_chr4_0084,30.63654332,28.80028921,30.05061739,40.07888819,35.74835408,33.99800672,35.89943001,34.65310892,34.86328962,32.18835165,33.68382607,38.11832248,33.12133849,,,,,
PAS_chr2-2_0213,2.3.1.48,PAS_chr2-2_0213,20.16778,19.28177076,9.662318358,13.04091505,15.03885255,15.48541718,14.70191873,21.16141485,13.57235973,15.0155607,10.56984714,13.21042403,10.73025261,,,,,
PAS_chr3_0228,2.3.1.48,PAS_chr3_0228,60.63293821,55.94450671,42.47381173,35.92440168,36.78078788,34.56308003,31.49521886,29.76820667,33.33421683,29.85460774,29.2011585,31.9036926,43.53387894,,,,,
PAS_chr3_0345,2.3.1.48,PAS_chr3_0345,23.69905824,23.65931653,25.73494779,28.11163647,26.64021167,31.06373115,28.65089653,29.6598028,27.70103908,29.72086685,28.01508461,29.25257998,26.45262868,,,,,
PAS_chr3_0231,2.4.1.123,PAS_chr3_0231,102.8041286,66.44571811,123.9108655,67.25220991,62.83813116,61.80063433,57.74463275,61.19538689,57.63486091,51.4444795,48.2585295,51.16742893,53.34161262,,,,,
PAS_chr3_0234,2.3.1.256,PAS_chr3_0234,109.9667919,93.69364012,230.004948,123.0510523,142.1260729,140.4774103,129.8324372,217.7567943,88.6871125,95.02075025,110.4719507,95.04412459,143.7653285,,,,,
PAS_chr3_0602,2.3.1.199,PAS_chr3_0602,227.2307379,224.7470067,188.7148739,103.0614216,143.5837353,163.4319751,171.4863284,149.3396385,143.1887702,155.3345878,143.2043806,146.5413561,116.3818555,,,,,
PAS_chr3_1250,2.3.1.199,PAS_chr3_1250,61.86736817,63.3380953,68.3406202,69.0455148,57.19869767,54.93033005,53.70681133,58.10130696,51.41045351,43.80851292,53.5454855,47.80343136,54.80465265,,,,,
PAS_chr3_0236,2.3.1.199,PAS_chr3_0236,237.058559,208.0402477,124.4631765,29.10728031,53.52034237,46.74051946,41.1636208,72.64931337,39.2196699,39.35092466,31.7270531,38.32493503,39.44656211,,,,,
PAS_chr3_0242,5.6.2.1,PAS_chr3_0242,62.40272425,55.52178588,74.27782422,41.18765272,45.81671407,47.7582339,39.46241736,44.57438276,36.10545084,43.25719505,44.96614426,59.23546895,62.71871243,,,,,
PAS_chr1-1_0242,5.6.2.1,PAS_chr1-1_0242,8.78776731,8.271382715,5.541636871,7.420975394,7.177468792,6.626689866,7.009300544,6.61384242,6.373406867,5.945352445,3.699636223,5.426759481,2.656137298,,,,,
PAS_chr3_0243,2.7.11.21,PAS_chr3_0243,64.25656753,143.4650227,112.8515035,2.156754216,16.48706242,33.96436859,30.18868202,21.27696374,21.56994639,17.91219564,17.25274341,19.70962316,17.46134234,,,,,
PAS_chr3_0252,3.1.1.13,PAS_chr3_0252,20.07041803,17.95832005,31.4690483,19.7487249,18.75613027,32.07330784,30.84516651,29.61440789,24.39152905,22.50322405,30.48707409,24.49902849,30.32181243,,,,,
PAS_chr3_0253,3.1.2.1,PAS_chr3_0253,247.6846179,251.0285569,310.9883819,363.9336064,371.8449653,429.4027586,407.5062796,398.433812,355.9051073,347.9483866,423.3445339,381.3757848,423.2237611,,,,,
PAS_chr2-1_0493,2.7.4.3,PAS_chr2-1_0493,58.05203194,44.62793578,57.56759853,13.62610771,19.20860613,20.46443378,17.25577316,22.52303468,16.95547585,23.10012376,13.02288514,15.43350558,16.93663964,,,,,
PAS_chr3_0257,2.7.4.3,PAS_chr3_0257,437.3106376,321.9884712,274.1076726,170.9042394,244.4556566,219.4959536,182.5277339,290.5812731,175.3395679,160.1040283,188.2990801,174.8090787,214.8279028,,,,,
ADK1 PAS_chr3_0257,2.7.4.3,PAS_chr3_0257,437.3106376,321.9884712,274.1076726,170.9042394,244.4556566,219.4959536,182.5277339,290.5812731,175.3395679,160.1040283,188.2990801,174.8090787,214.8279028,,,,,
PAS_chr3_0262,2.7.4.9,PAS_chr3_0262,168.2541829,168.9188223,96.9605365,88.01173451,89.2656438,95.4504491,96.75133502,101.6713791,92.36435282,85.98333399,95.89579056,80.03908845,92.46759745,,,,,
PAS_chr3_0264,4.98.1.1 4.99.1.9,PAS_chr3_0264,78.01520953,98.98559572,112.8963305,66.59078839,55.53477724,56.67734212,56.7553883,51.59822489,50.20097499,48.23997404,53.14473679,50.47741443,52.07749268,,,,,
PAS_chr3_0271,2.3.1.51 2.3.1.23 2.3.1.-,PAS_chr3_0271,48.23017387,53.62597545,55.74883781,72.96426716,63.96625094,68.38817179,67.13200701,61.97744153,71.02698613,69.63151488,74.85057266,72.7111112,69.77398373,,,,,
PAS_chr3_0273,3.6.1.59,PAS_chr3_0273,53.07779709,47.45033585,40.04221311,44.27658179,46.42351448,45.89596315,42.99982308,44.87709689,48.11249417,45.35444439,44.50999153,48.60550013,52.65979461,,,,,
PAS_chr3_0277,1.1.1.44 1.1.1.343,PAS_chr3_0277,1767.382131,1439.047252,1675.036413,1264.113429,1178.421645,1170.588262,1212.387822,1035.496831,1169.062358,1166.944105,1209.951143,1194.040192,1156.998321,,,,,
PAS_chr3_1123,3.6.5.-,PAS_chr3_1123,87.75938478,77.51973088,68.41573295,64.4833331,75.6998437,71.39498022,68.502606,72.96895708,68.70870514,69.3089845,64.04634321,69.07814377,73.63150793,,,,,
PAS_chr3_1006,3.6.5.-,PAS_chr3_1006,58.23002159,54.11576464,74.26072106,48.88500257,50.5101876,45.69884376,47.6186874,53.32493714,51.02663677,49.4099951,52.07289648,48.80287002,52.84189454,,,,,
SEY1 PAS_chr3_0279,3.6.5.-,PAS_chr3_0279,64.2252198,61.16641137,36.31966811,95.22347935,85.90556368,87.71511624,85.41388174,79.76061482,89.53587606,91.50671298,114.0040174,115.8340116,132.0006582,,,,,
PAS_chr3_0698,3.6.5.-,PAS_chr3_0698,20.95634344,15.96039572,16.1710397,26.55266079,25.84080395,24.0407426,22.43250511,23.06904764,22.06206622,21.22233823,20.81293825,24.66733914,23.88957591,,,,,
PAS_chr3_0279,3.6.5.-,PAS_chr3_0279,64.2252198,61.16641137,36.31966811,95.22347935,85.90556368,87.71511624,85.41388174,79.76061482,89.53587606,91.50671298,114.0040174,115.8340116,132.0006582,,,,,
SAR1 PAS_chr1-1_0180,3.6.5.-,PAS_chr1-1_0180,472.2614417,433.9022408,414.3846508,408.3551861,386.249196,400.3499841,399.0510473,357.15787,383.0632069,427.795957,456.7295035,429.4977667,461.7626153,,,,,
PAS_chr3_0281,3.6.1.52,PAS_chr3_0281,79.1696088,76.33253894,83.60268746,145.1499833,143.1365887,139.0021829,138.3654171,128.5118289,153.5059019,155.3034287,168.1159759,162.1069752,206.4520659,,,,,
PAS_chr3_0283,3.5.1.4,PAS_chr3_0283,7.359025241,6.17804952,11.12980357,13.75537324,11.9255723,14.95344124,13.02810873,15.52937647,12.20794261,12.80472037,12.25335102,15.20528672,13.91422944,,,,,
PAS_chr3_0285,6.1.1.18,PAS_chr3_0285,36.06285905,31.34025536,47.89603548,41.06692892,37.47950091,36.75921885,35.59270828,35.07633671,37.12410223,35.81154951,33.48024251,37.32983746,37.95564646,,,,,
COQ2 PAS_chr3_0291,2.5.1.39,PAS_chr3_0291,77.76431425,72.03237374,61.4102661,44.19759271,46.24222221,47.09295175,41.31956174,44.11460257,34.13004849,39.82864118,29.18213129,31.03119739,34.67700247,,,,,
PAS_chr3_0291,2.5.1.39,PAS_chr3_0291,77.76431425,72.03237374,61.4102661,44.19759271,46.24222221,47.09295175,41.31956174,44.11460257,34.13004849,39.82864118,29.18213129,31.03119739,34.67700247,,,,,
PAS_chr3_0294,2.7.2.11,PAS_chr3_0294,109.4419751,74.21687359,61.54040846,59.67262961,68.92719746,70.03472896,66.67523854,74.84311105,59.13718686,61.38864371,52.90298259,59.20642618,64.57586895,,,,,
PAS_FragB_0008,3.1.4.-,PAS_FragB_0008,23.07558481,30.28873846,43.91864919,41.76638831,42.3511753,37.77436344,37.87349998,39.41531068,34.81126133,34.25224417,32.67940131,33.85221534,28.20429569,,,,,
PAS_chr3_0305,3.1.4.-,PAS_chr3_0305,45.29692824,56.63807537,69.84211844,69.75353641,60.22073954,56.74676593,67.57316665,77.47976262,70.54382925,59.97043946,66.0070777,55.04319742,50.77574376,,,,,
PAS_chr3_0317,2.5.1.21,PAS_chr3_0317,113.2016113,113.7253986,49.76355613,59.89873929,65.79556695,67.16275666,66.33929405,67.28831717,65.35974586,65.40187375,65.69595243,64.97638534,73.36712036,,,,,
PAS_FragD_0015,2.1.1.-,PAS_FragD_0015,43.30128237,43.54423161,37.48689775,51.98229072,43.95074725,39.79789811,39.81609881,35.67897199,36.34046935,41.8668963,41.60644841,40.6676661,47.43859051,,,,,
PAS_chr4_0027,2.1.1.-,PAS_chr4_0027,30.10984885,28.35307915,30.36225146,26.25352357,27.96306754,26.77622967,26.18163314,25.18405629,25.65222629,26.22436141,22.91393117,25.27283087,27.57258283,,,,,
SPB1 PAS_chr4_0464,2.1.1.-,PAS_chr4_0464,53.78837382,41.5644599,54.86519618,13.89628762,20.77964055,20.12698285,20.41343394,27.73637994,17.32699724,22.52219922,16.50060527,18.76096035,15.42829914,,,,,
PAS_chr2-1_0517,2.1.1.-,PAS_chr2-1_0517,40.65569908,24.03376029,8.822470555,9.59863223,11.71472653,11.7042834,8.964038004,17.0717689,8.603382016,11.75432493,8.828501353,19.57441023,16.800614,,,,,
BMT2 PAS_chr4_0729,2.1.1.-,PAS_chr4_0729,11.365689,12.11086938,14.01191548,22.14242503,18.91047829,20.86180143,18.45409074,20.63663573,22.06982363,20.50676267,21.08655038,22.21986974,27.81917344,,,,,
PAS_chr4_0615,2.1.1.-,PAS_chr4_0615,61.28682003,49.42439616,40.6072136,30.24008305,30.81373822,35.34234595,31.92318034,30.93906167,28.46055825,31.73053566,28.70606018,33.43024795,34.98097746,,,,,
PAS_chr3_1002,2.1.1.-,PAS_chr3_1002,49.48289589,49.25923109,65.09698443,18.71716221,40.48601768,40.20486372,38.02482173,37.79569973,30.36187139,35.50830001,32.69833356,37.6346362,30.32549898,,,,,
PAS_chr3_0789,2.1.1.-,PAS_chr3_0789,42.3295773,21.39072524,26.66070944,15.62787024,23.70589977,24.31081282,20.7893046,26.82005722,17.58748457,19.74994336,16.71617298,22.70423287,21.51795363,,,,,
PAS_chr3_0558,2.1.1.-,PAS_chr3_0558,15.48784025,17.20771235,25.13760089,30.9421632,29.03297666,27.40878477,27.65362489,27.27156983,24.7299159,25.65426169,27.29209959,26.66088728,28.5757426,,,,,
EFM4 PAS_chr4_0615,2.1.1.-,PAS_chr4_0615,61.28682003,49.42439616,40.6072136,30.24008305,30.81373822,35.34234595,31.92318034,30.93906167,28.46055825,31.73053566,28.70606018,33.43024795,34.98097746,,,,,
PAS_chr3_0319,2.1.1.-,PAS_chr3_0319,19.35209605,16.798704,17.54106158,16.52916238,17.57968635,16.16948135,19.0547793,19.31012596,18.83140084,18.18111656,19.45120291,20.29760997,18.05089225,,,,,
PAS_chr1-4_0328,2.1.1.-,PAS_chr1-4_0328,49.55892029,31.88659811,48.83001708,22.86976457,25.27494368,26.86097892,27.09622758,27.91998543,25.0321049,25.61119301,22.94011614,25.63009169,28.87600691,,,,,
EFM5 PAS_chr1-4_0602,2.1.1.-,PAS_chr1-4_0602,152.7188658,87.73112363,61.30514753,48.01422918,51.28708665,53.91578681,52.02898489,83.00124291,57.32406032,48.21100776,36.19236394,47.10637506,44.59293736,,,,,
PAS_chr4_0090,2.1.1.-,PAS_chr4_0090,23.0187468,29.01996725,20.39553473,3.509133161,6.099380648,8.947953384,7.033979822,8.116186647,5.652626392,6.342798804,4.792649952,4.984931308,5.807538291,,,,,
PAS_chr4_0653,2.1.1.-,PAS_chr4_0653,44.75072964,32.108795,45.92324337,24.09150038,37.33031738,29.32979628,27.17784272,30.97847972,28.13294261,31.25294811,25.2574014,29.84636986,27.31337029,,,,,
PAS_chr3_0470,2.1.1.-,PAS_chr3_0470,15.47483524,17.68725079,32.77694664,40.72978272,38.30329437,34.30068282,31.74259667,29.37398946,32.6839412,39.43818693,36.77244268,33.72537887,33.68411546,,,,,
PAS_chr4_0460,2.1.1.-,PAS_chr4_0460,41.57661722,41.37468438,32.3909345,7.95667361,16.21448529,18.79548967,14.6482341,19.62234082,14.56176161,14.75334308,13.07024108,13.08235877,12.12306837,,,,,
PAS_chr1-4_0106,2.1.1.-,PAS_chr1-4_0106,45.35131345,32.68817189,45.59741605,16.80546493,20.77985068,20.18304425,20.11247053,22.21933129,21.43605459,20.67243814,16.55872024,20.34102413,16.2563591,,,,,
EFM7 PAS_chr3_1002,2.1.1.-,PAS_chr3_1002,49.48289589,49.25923109,65.09698443,18.71716221,40.48601768,40.20486372,38.02482173,37.79569973,30.36187139,35.50830001,32.69833356,37.6346362,30.32549898,,,,,
PAS_chr2-1_0615,2.1.1.-,PAS_chr2-1_0615,41.09447474,29.63067758,52.45946815,25.02088851,30.76445112,27.08863699,25.55323004,33.9805939,24.10266517,29.18910671,21.08347168,24.52313472,27.43906316,,,,,
PAS_chr4_0464,2.1.1.-,PAS_chr4_0464,53.78837382,41.5644599,54.86519618,13.89628762,20.77964055,20.12698285,20.41343394,27.73637994,17.32699724,22.52219922,16.50060527,18.76096035,15.42829914,,,,,
PAS_chr4_0808,2.1.1.-,PAS_chr4_0808,669.9031928,442.2626622,501.9941677,149.0329083,244.8433225,217.7661086,204.3683743,279.8909922,201.3451916,228.7231724,181.4607786,228.2045821,187.9647258,,,,,
PAS_chr3_0330,2.1.1.145,PAS_chr3_0330,15.75326504,19.35811517,13.71660172,30.99198955,30.94327691,40.13629188,38.11900324,29.91201443,34.60478191,39.56285094,35.67138103,35.16869038,36.16718628,,,,,
PAS_chr3_0332,1.14.11.48,PAS_chr3_0332,16.72771104,28.69246918,46.27012551,59.80284524,37.80170997,45.35366698,48.98900268,41.71540839,56.76817127,48.75450055,70.6683863,51.39490624,81.66791833,,,,,
PAS_chr2-1_0150,1.8.3.2,PAS_chr2-1_0150,61.9628425,46.90799231,51.04137077,65.1498275,80.09823641,73.64215905,64.0860242,76.38209449,70.30538191,66.56293458,70.69058832,66.40676242,96.0931449,,,,,
PAS_chr3_0338,1.8.3.2,PAS_chr3_0338,35.56873124,48.85343718,21.17904369,132.1600156,84.93584267,80.87492535,76.63741195,77.90872751,82.05152747,84.81927343,99.20610911,70.98009812,82.66997091,,,,,
PAS_chr3_0342,3.6.4.6,PAS_chr3_0342,68.35298116,68.93912372,78.25458141,67.86124789,67.47148809,58.21514549,59.66314295,57.99701662,63.23237422,59.62680413,58.31238981,56.2404679,59.13642477,,,,,
PAS_chr3_0644,3.6.4.13,PAS_chr3_0644,20.56553633,21.91362085,21.0844007,27.41711736,29.55067701,30.58313514,30.54381758,32.60492927,31.23339682,32.27165323,33.88182199,33.14210942,38.89948117,,,,,
PAS_chr1-4_0356,3.6.4.13,PAS_chr1-4_0356,37.499047,30.32413151,40.9948586,15.01255399,17.62393286,17.61617057,17.75763429,20.19303041,17.06057834,18.14448701,14.44167682,18.43327303,15.3540458,,,,,
PAS_chr4_0961,3.6.4.13,PAS_chr4_0961,10.06443273,8.590021191,17.77457376,6.805596485,9.728309469,8.59316234,7.002036148,8.321079759,5.876337885,6.771806272,5.460032753,9.216972116,6.56491878,,,,,
PAS_chr3_0818,3.6.4.13,PAS_chr3_0818,44.41206729,35.83857039,52.45088537,29.21721892,32.71497133,34.54254974,35.08462796,33.17592289,27.80881045,32.92616889,31.96917364,30.40487965,31.17045002,,,,,
PAS_chr3_0738,3.6.4.13,PAS_chr3_0738,54.55839446,33.75913355,49.84374751,17.29080646,22.68863021,21.15748051,20.03662479,27.48068189,17.99290909,21.01235086,16.18958097,19.87299781,15.56882876,,,,,
PAS_chr1-3_0272,3.6.4.13,PAS_chr1-3_0272,24.84866236,21.6761353,32.2926285,18.78782687,19.23169566,20.04768235,18.50155581,19.64647858,17.81857525,20.10171106,17.94905854,19.11319931,20.75118832,,,,,
PAS_chr4_0140,3.6.4.13,PAS_chr4_0140,262.8111757,232.2151962,503.7035758,128.6076157,363.1403388,289.3982088,195.2347172,362.6539159,250.304822,228.6836061,191.5879583,284.9962426,337.0656359,,,,,
PAS_chr4_0966,3.6.4.13,PAS_chr4_0966,51.9512326,33.78376447,67.30926856,25.80147067,32.03652981,31.66696702,30.61896493,39.83791519,30.35285321,35.08576309,27.38109782,34.53638248,30.83111053,,,,,
PAS_chr1-4_0592,3.6.4.13,PAS_chr1-4_0592,44.71754408,35.19764438,45.75986828,26.44011567,31.84173234,27.75670981,27.53829157,31.77841603,25.65067985,26.71265104,25.95658534,26.09254529,28.50742886,,,,,
PAS_chr3_0496,3.6.4.13,PAS_chr3_0496,13.01609099,11.51431673,13.40084547,15.73413547,16.45678051,17.86145246,18.63429616,17.77916363,18.56809513,19.77510676,18.78887062,19.90180615,19.37146938,,,,,
PAS_chr4_0030,3.6.4.13,PAS_chr4_0030,27.33880831,18.23379009,30.39232614,14.81252724,17.76014111,16.79120603,16.74082326,17.6435824,16.98438129,18.03632406,16.22263876,16.98924667,16.2955847,,,,,
PAS_chr1-4_0191,3.6.4.13,PAS_chr1-4_0191,14.66457405,13.55005221,16.87496437,6.203842048,8.381116096,9.016016163,6.876681877,11.73412602,8.041013452,8.458914785,5.57545933,7.942143096,7.680068841,,,,,
PAS_chr4_0728,3.6.4.13,PAS_chr4_0728,34.98843752,26.64553677,30.40361312,17.26826397,19.18750423,18.1406969,17.91963162,20.56450992,15.48108664,17.61537956,13.52171358,17.13870612,13.81761317,,,,,
PAS_chr3_0629,3.6.4.13,PAS_chr3_0629,12.81369026,11.68193388,16.74445543,9.95370807,10.81231392,11.2067953,12.98645687,11.51746091,12.35032734,11.58069865,10.19581681,10.74627181,9.889952457,,,,,
PAS_chr3_0344,3.6.4.13,PAS_chr3_0344,21.11408502,16.54584402,21.29204255,12.78151149,14.15900651,15.27458097,13.98925937,17.05055425,13.72383607,13.35448333,11.47832122,13.33047504,11.57630436,,,,,
PAS_chr4_0250,3.6.4.13,PAS_chr4_0250,31.81692083,22.1178025,55.59805161,15.72738897,28.16665025,21.30132306,21.30857567,29.09098733,21.51679185,26.75894612,19.14437889,20.84707148,19.76789931,,,,,
PAS_chr4_0201,3.6.4.13,PAS_chr4_0201,306.1310328,288.9411925,909.6741062,296.8498536,488.8726426,403.5478949,366.1431302,514.0241379,385.8863119,458.5790279,320.1358771,440.3661447,423.1968684,,,,,
PAS_chr1-1_0061,3.6.4.13,PAS_chr1-1_0061,103.4566162,69.47757317,129.1636978,47.08106687,56.7471064,62.33368968,63.92838081,73.83246912,66.78659646,69.07964849,51.56906681,58.72668289,54.69534017,,,,,
PAS_chr3_0672,3.6.4.13,PAS_chr3_0672,10.47687024,7.819562083,12.17242595,8.643549049,11.30474249,12.24562609,11.27862282,11.9282041,10.68952027,11.75604951,10.08253734,12.92094195,11.56996949,,,,,
PAS_chr4_0231,3.6.4.13,PAS_chr4_0231,34.99812729,26.16206629,80.85933876,21.0753871,23.46296906,23.53276479,23.57539073,27.60987153,21.69323033,27.15928675,23.86350703,27.75410875,24.3084303,,,,,
PAS_chr3_1118,3.6.4.13,PAS_chr3_1118,31.89054319,29.527433,34.2956746,40.79693451,40.94671869,35.92159493,37.34130191,36.22416931,35.4904605,36.05562132,38.44981421,38.18298582,40.75757018,,,,,
PAS_chr3_0349,1.1.1.381 1.1.1.-,PAS_chr3_0349,224.6625639,123.1415898,120.2364843,82.82118594,134.1134973,141.4893733,126.5167724,109.6462279,99.6051091,106.5679306,88.78450601,95.8059487,83.50951878,,,,,
PAS_chr3_0354,3.1.3.64 3.1.3.95,PAS_chr3_0354,45.60613747,46.01975037,42.82379369,48.38068113,41.59031624,48.03977257,50.05127574,56.79684899,56.14648505,47.99150808,47.11393352,47.34114903,51.50432607,,,,,
PAS_chr3_0357,2.4.1.80,PAS_chr3_0357,50.35114173,45.04747272,52.1276784,25.06803051,40.38566542,36.07864483,30.05549666,37.64478336,34.94118753,37.57068313,28.02079179,35.9231744,26.42745009,,,,,
PAS_chr3_0779,2.3.2.23,PAS_chr3_0779,51.37987983,89.24945488,76.63111097,324.7468324,284.1180201,250.3416172,245.4832837,235.1137064,274.4117175,248.7498758,334.602543,279.3762572,362.9412164,,,,,
PAS_chr3_0710,2.3.2.23,PAS_chr3_0710,1241.016674,889.4869518,744.5641765,723.8466923,824.2471204,997.5605995,860.6316863,921.1997274,883.256293,870.0200767,904.4009761,1101.859112,1233.206602,,,,,
PAS_chr4_0429,2.3.2.23,PAS_chr4_0429,172.9036187,159.4899428,128.5236762,184.2891872,158.6469987,163.9789965,168.6011777,165.3374082,177.5154441,170.1038707,173.1384901,168.6850697,167.1239047,,,,,
PAS_chr3_0709,2.3.2.23,PAS_chr3_0709,147.3214609,294.3795773,337.627501,59.2798,74.59259266,131.7041142,115.6052627,93.65287567,105.3175881,90.94474565,95.90618576,99.66312373,105.2626286,,,,,
PAS_chr3_0359,2.3.2.23,PAS_chr3_0359,171.2370908,113.9638988,97.70043864,213.0563602,196.3372726,167.7288835,184.6367728,210.7541781,223.7644069,192.9979321,229.8941752,199.4508047,254.3972414,,,,,
PAS_chr3_0924,2.3.2.23,PAS_chr3_0924,76.96595206,54.06445023,59.12994407,53.03688688,59.93745582,60.05218554,59.38861929,60.85058516,80.26423052,78.17903112,75.91750086,69.82019414,84.40463504,,,,,
PAS_chr4_0496,2.3.2.23,PAS_chr4_0496,41.9759195,35.63317379,68.68908581,197.4123898,166.4886371,170.1712407,168.9887326,139.8500669,175.876694,172.4585123,214.0789063,196.6621056,242.7820548,,,,,
PAS_chr3_0360,2.7.11.2,PAS_chr3_0360,23.22481361,22.29658941,14.3206526,46.12498291,32.6725181,44.67902473,47.54924159,47.75480553,49.99371923,45.70798917,48.27346741,49.55140409,49.91851683,,,,,
PAS_chr4_0756,2.7.11.2,PAS_chr4_0756,16.65608374,22.74202728,64.19732196,22.70270907,39.66283143,29.69451736,21.09711681,55.13114429,22.65979486,19.8167163,28.29310069,19.88900137,21.97618915,,,,,
PAS_chr3_0361,3.5.1.19,PAS_chr3_0361,145.9726181,227.3692849,256.8973515,412.6388005,315.4281789,420.4032294,389.4392696,486.4696279,571.2843839,512.2182848,759.8918054,639.7504496,1098.91644,,,,,
PAS_chr3_0369,2.3.-.-,PAS_chr3_0369,48.33845196,42.09961909,29.15643362,30.97748653,30.42240032,31.95850432,32.56902021,32.83107556,33.4957943,30.16224414,31.50773363,31.59540098,27.26448973,,,,,
PAS_chr3_0371,2.1.1.41,PAS_chr3_0371,372.0330456,389.6504956,136.7408583,126.8864747,168.4696064,200.2406972,172.944189,197.8883744,180.0288167,158.2051567,128.7767257,149.8548241,143.3573031,,,,,
PAS_chr3_0375,2.7.11.22 2.7.11.23,PAS_chr3_0375,41.08451523,44.29181553,36.94954686,30.36568084,31.16631149,26.2858698,27.87653236,31.44793772,29.69261705,29.68635692,26.88007062,28.71906896,22.7936757,,,,,
PAS_chr3_0376,6.1.1.14,PAS_chr3_0376,222.3956353,178.4026892,171.2124908,158.9367486,158.2623322,152.4442646,155.5499772,171.5996011,155.8576987,149.2808433,151.680226,149.5001479,154.3280752,,,,,
PAS_chr3_1184,1.6.99.1,PAS_chr3_1184,31.14996838,29.77976275,40.10616841,56.75606206,60.56208119,59.19663362,59.42299054,54.82311395,61.02657682,60.03947181,55.48442082,58.42947412,53.55587217,,,,,
PAS_chr3_0377,1.6.99.1,PAS_chr3_0377,36.59060821,16.2998271,20.23137555,18.50741154,20.70325021,20.57685975,21.50658557,20.39807874,22.31408735,22.04989451,19.90162504,22.06999307,15.23808383,,,,,
PAS_chr3_0381,4.1.1.23,PAS_chr3_0381,106.9503485,79.16055473,54.47482982,45.81391613,43.73723062,50.87434758,46.34874525,53.66671434,43.50847639,49.09704059,38.76191803,48.75659348,42.11874858,,,,,
PAS_chr3_0388,3.4.11.18,PAS_chr3_0388,142.5548008,120.0630239,144.4247929,124.9569787,150.2905177,145.3726388,154.8254585,170.6107526,160.0018279,148.1726939,166.0879671,162.2607169,195.123854,,,,,
MAP2 PAS_chr2-2_0159,3.4.11.18,PAS_chr2-2_0159,197.9480203,172.483075,174.5955229,205.871065,165.6965224,172.5071188,186.0548976,169.2647782,170.3122349,174.6013563,185.6500739,170.5955627,155.0607826,,,,,
PAS_chr3_0399,2.7.1.91,PAS_chr3_0399,15.63238285,18.57213295,16.78696299,26.20853205,25.94223294,22.27529491,23.86226917,27.29089786,26.51893416,26.93390729,30.99108406,27.05413781,35.50008809,,,,,
PAS_chr3_0403,6.2.1.1,PAS_chr3_0403,76.17745283,65.89237777,22.82106881,7.089549448,88.93793101,109.9940805,5.83311797,345.0743099,7.413222733,1.834234588,3.901060392,2.231664122,4.047071433,,,,,
PAS_chr2-1_0767,6.2.1.1,PAS_chr2-1_0767,1031.210143,908.0955439,1671.367094,443.2113034,500.8685946,543.7352568,449.8675498,756.4268918,484.4775642,330.4403326,551.8220619,379.8144346,441.3549583,,,,,
PAS_chr3_0404,1.8.4.14,PAS_chr3_0404,89.56256285,55.76406555,91.2246945,136.4314035,132.4568238,134.9758553,125.6220286,144.2839252,145.1488471,124.6037965,138.7292437,129.6414469,163.3271473,,,,,
PAS_chr3_0406,1.4.3.1,PAS_chr3_0406,141.9163703,212.9773484,151.3509906,142.1299306,178.1669411,213.2620327,210.9805865,217.2983215,218.6657956,206.6608107,233.6583552,214.8258315,261.8280467,,,,,
PAS_chr3_0410,2.6.1.13,PAS_chr3_0410,138.507052,177.7926336,261.6544642,309.2304185,458.0150834,268.1245044,223.9482008,261.0553869,293.316663,246.3454563,303.0062037,244.8539815,332.173303,,,,,
PAS_chr3_0417,4.1.1.17,PAS_chr3_0417,181.9471753,159.1767518,203.1757749,105.910527,149.0412136,146.5329359,131.8089807,168.1269783,150.5079863,159.2418113,140.3231718,178.7981712,162.6727684,,,,,
PAS_chr3_0419,3.4.17.-,PAS_chr3_0419,66.2732499,81.51371014,85.11609418,148.7092269,111.7428243,105.9857501,120.8807227,97.69103171,112.163409,120.1356346,124.300064,120.0182311,109.9023795,,,,,
PAS_chr3_0425,1.14.18.5,PAS_chr3_0425,68.05410498,156.2432645,102.8645616,80.1860733,105.9980708,102.6897058,88.00933143,134.2333424,108.7953292,95.42172942,119.1256931,116.2131528,130.5720978,,,,,
PAS_chr3_0432,3.1.13.-,PAS_chr3_0432,45.39023409,42.79845583,40.99589313,30.89628426,30.98501596,29.7841008,30.94630393,30.20557242,31.30498491,27.43658151,29.19728891,28.44953855,29.22012355,,,,,
PAS_chr3_0846,3.1.13.-,PAS_chr3_0846,33.46848446,29.02272474,53.28275215,32.74630998,31.80301966,29.44973496,31.58760325,30.54191411,29.2387984,29.65684335,25.62147052,27.54447592,24.17065873,,,,,
PAS_chr3_0443,2.1.1.219 2.1.1.220,PAS_chr3_0443,48.50972632,39.15115064,21.14985542,12.94201009,13.50034146,14.4664623,13.43215785,17.26989768,13.66575382,14.30954294,11.77882115,12.68378997,10.81738351,,,,,
