Gene_id,B_10_fpkm,G_3_fpkm,GM_2_fpkm,M_12_fpkm,M_24_fpkm,M_36_fpkm,M_48_fpkm,M_60_fpkm,M_72_fpkm,M_84_fpkm,M_96_fpkm,M_108_fpkm,M_120_fpkm,gene_chr,gene_start,gene_end,gene_strand,gene_length
PAS_chr4_0902,95.76705693,128.4024408,90.22694678,79.34116795,95.04702059,93.3062601,91.4512181,109.9790845,106.4367466,97.44850482,101.8074713,98.92178662,131.5230973,,,,,
PAS_chr1-4_0030,57.67639853,93.19241902,96.45264308,93.91605489,89.21208096,96.2733503,104.8590018,96.9457389,109.3018682,111.7039595,131.5223703,117.5099088,119.5386705,,,,,
PAS_chr1-4_0243,208.759095,158.3034468,71.60480073,41.27350477,62.02131498,93.96815738,105.2571127,135.878419,114.3687387,99.58320003,73.86122221,80.4578672,72.44525759,,,,,
PAS_chr1-1_0305,156.2597866,209.2466271,81.87138468,70.99415026,95.64977711,83.61410013,91.07597073,102.2289831,92.11610814,106.4704394,81.07456337,74.53693614,72.09325798,,,,,
PAS_chr2-1_0543,154.4836314,161.8956742,92.72226106,94.16025037,93.02476369,89.54872184,93.81821614,97.4401962,96.43708408,93.89082561,83.51450211,85.81961258,78.34993015,,,,,
PAS_chr2-1_0355,118.5218377,191.5147955,194.742416,27.76271058,41.88529383,116.826088,90.63856302,95.97302405,103.7491513,63.58891917,86.50801241,79.57621453,103.7280544,,,,,
PAS_chr3_0584,207.6998903,147.2597487,153.5785934,74.83153561,79.56899311,75.61488027,78.26653603,90.14602156,74.59359499,73.83496172,79.90692775,84.34678684,95.23927553,,,,,
PAS_chr2-2_0157,85.21766232,74.05549467,147.6034855,94.47029141,96.3182256,99.93796304,94.07591885,97.31543518,99.00668054,98.13950708,103.5122052,104.68514,119.7078718,,,,,
PAS_chr1-3_0052,381.0877505,204.3415044,35.23659053,116.7657895,41.74048565,64.47715455,59.42158057,122.7948939,82.39773385,57.91295396,59.48061882,44.83499956,43.42722355,,,,,
PAS_chr3_0133,51.22351988,37.69089517,139.9935149,74.54524854,116.842086,128.3606453,108.7503355,152.6447486,103.6980173,113.8401861,86.03811574,96.49701383,103.0324226,,,,,
PAS_chr2-2_0088,54.26089442,68.17743497,44.96940548,124.7052048,93.38608585,100.671296,114.2349526,98.3132007,114.1134098,117.4049751,137.6273255,120.008088,124.7688557,,,,,
PAS_chr2-2_0316,141.9848627,133.6185966,91.66704561,105.9726094,98.20061875,95.44274154,97.81397502,88.33391762,88.17389496,102.1629231,94.85344501,91.20473669,82.40624722,,,,,
PAS_chr2-1_0551,72.75775703,79.27706643,82.33912422,99.26371355,108.4057837,107.0358253,111.5171324,109.3584425,115.1810055,110.8866067,111.5847782,99.73964391,104.0255706,,,,,
PAS_chr3_0193,152.4727957,169.8588165,297.6041524,16.4733541,35.96838813,105.865858,95.06986664,92.68213489,95.97186374,61.32460323,61.15278274,58.78945258,66.70548075,,,,,
PAS_chr4_0983,29.73070748,71.62271817,115.2103303,136.0830087,105.016637,100.7056051,109.8094656,95.1830891,129.2116065,113.5420636,119.8116195,98.50994664,85.32237401,,,,,
PAS_chr1-1_0397,86.60319221,81.89009575,62.77762391,92.38550638,105.6732502,102.7696898,103.6686644,106.2787062,119.3254927,114.0029784,109.5853371,108.940592,115.088231,,,,,
PAS_chr1-4_0199,165.129718,111.026456,127.0163916,71.00629501,91.27711959,89.4706836,82.1715057,98.94201868,93.01349812,82.20224123,94.01989481,86.10064629,116.7658265,,,,,
PAS_c131_0008,140.5067687,92.28177154,88.56424666,85.58898907,104.907545,93.01909108,97.81654941,108.5501872,95.19707651,107.4973596,99.83747665,93.29641047,99.83703366,,,,,
PAS_chr4_0890,101.8761752,124.2582234,105.7323062,98.86751816,84.94223083,89.7685829,95.28617148,86.22369032,104.8133202,94.62252872,108.5984525,93.24314012,116.3340134,,,,,
PAS_chr3_0586,136.7590491,141.9356731,143.9952607,72.31073093,75.56775266,86.17001361,88.39060517,113.653367,98.92333134,92.14548797,81.14541387,93.6860501,78.39316376,,,,,
PAS_chr1-1_0181,120.3577331,123.8917967,105.5294584,112.7700782,110.0878962,92.42424195,96.47198843,87.25750698,93.69643616,97.01293351,93.59504593,90.91042387,78.38249413,,,,,
PAS_chr1-1_0088,143.5941615,101.8643061,205.9096103,50.29949917,92.63309029,82.98824609,79.54048637,102.8202127,88.15750322,99.11826076,72.64638889,88.50097497,92.45065313,,,,,
PAS_chr3_0802,97.34796272,146.8595619,112.3951778,90.11856471,105.8765228,96.25093728,91.02310571,95.11918314,98.45748656,84.54324151,94.01962751,92.3355782,94.32956371,,,,,
PAS_chr2-2_0132,68.94370113,77.44165081,74.54437902,129.0944612,116.4500422,105.0641855,98.10804965,99.37327815,106.7057693,103.0274299,104.5211083,102.2204149,113.1425207,,,,,
PAS_chr1-1_0398,82.21585439,109.8248478,119.8099032,83.13760247,97.93850373,102.7093275,100.3324312,82.96618397,109.5514543,102.8460721,104.9013753,104.1814192,97.53718105,,,,,
PAS_chr2-2_0393,79.83270008,90.78785138,114.0144265,99.76988572,88.12006278,97.30826802,109.466311,98.50382276,104.5236037,106.8701662,105.2804641,106.8786049,95.64465823,,,,,
PAS_chr1-4_0005,142.5707122,111.2158034,72.60734904,84.42294678,86.48480675,91.76766838,101.9695805,100.1215556,100.6090619,103.0634867,102.5118567,101.5369645,97.37919971,,,,,
PAS_chr3_0898,119.0781737,101.3089476,100.4088409,114.7318083,114.1989261,96.70674807,94.79937474,90.09269753,94.76011708,96.11856869,89.6330184,92.33475068,89.60196659,,,,,
PAS_chr3_0217,127.5655533,118.0491526,106.1914404,94.48665414,89.07850884,96.80932157,93.76546864,94.94372737,97.1954031,90.10698753,97.66939062,92.66151222,95.07818772,,,,,
PAS_chr4_0149,183.1096062,162.7615895,99.2835022,78.28731916,81.83445904,90.90642537,87.8554724,119.2899609,92.48950173,85.80480318,67.44900568,76.43943876,67.1172864,,,,,
PAS_chr1-4_0132,132.9120836,114.9112373,62.23964074,52.72039406,64.21585749,99.18173554,105.7974579,239.6613427,111.2373813,89.17686502,70.58721078,84.78874802,65.01629505,,,,,
PAS_chr1-4_0679,75.00750326,78.99315715,95.34800641,116.7888486,103.8284649,104.3649369,103.0766439,96.60257476,97.30159589,104.0786027,106.7794057,104.4245549,105.0522138,,,,,
PAS_chr3_0495,70.94883992,91.11253288,85.6988974,90.52322838,111.286196,95.17588966,101.5825134,116.4521287,105.8403512,105.5688885,112.6746123,107.3869805,96.08931679,,,,,
PAS_chr2-1_0796,110.6396477,124.1259207,118.0999241,107.1911999,98.40847485,89.76802018,86.35613045,102.0145253,92.56439365,90.83537511,88.20398336,90.1294181,91.43191026,,,,,
PAS_chr4_0979,89.93138506,87.72114561,82.02006153,114.8338784,92.21082466,95.38439922,111.188598,95.2890947,107.0111978,106.35198,108.6168819,105.5691854,91.92357387,,,,,
PAS_chr4_0952,178.2735594,156.5070532,99.24831741,71.27183272,95.51666206,88.839451,82.09653433,117.5626928,79.5022484,87.69076898,75.84977784,76.47349324,78.34801112,,,,,
PAS_chr3_0568,95.54282985,95.52264698,121.680936,84.17749737,90.31092856,99.43327879,106.5435155,93.36892091,98.2805674,103.144097,101.3919586,105.6911196,91.10433441,,,,,
PAS_chr2-1_0752,89.27775806,76.08239487,93.36645261,98.66009271,111.0056122,104.5070175,102.815161,114.6566487,102.6020979,95.352173,90.23595237,95.19740218,112.4118465,,,,,
PAS_chr1-4_0219,77.68592653,99.28855222,95.45884311,138.7010434,88.12724888,86.52584049,100.4319504,84.72378432,99.92594944,97.21830904,114.3259891,95.68454653,104.9833662,,,,,
PAS_chr3_0614,105.8855464,117.5823956,116.6372416,120.688889,97.39907445,89.33887368,95.22457462,80.25868531,93.74903349,99.51382254,92.57619295,95.81245464,78.04313385,,,,,
PAS_chr4_0730,184.2126482,141.6309117,89.38924979,81.35982212,94.50662323,91.24152983,82.49728146,87.3235916,92.14017261,78.83265927,76.74383692,78.80603662,103.6539415,,,,,
PAS_chr3_1137,75.97151066,73.5735315,136.0147672,113.4824331,95.51821775,100.2839066,100.256042,91.30862346,91.51732757,94.50512904,101.0854451,94.84594216,113.8857927,,,,,
PAS_chr3_0504,49.97372396,83.23706741,113.706024,130.9636748,101.99814,104.4535939,111.6813002,92.52486972,101.9046811,110.1194183,101.6136694,94.79365118,84.44600581,,,,,
PAS_chr1-3_0126,81.17682481,80.20361459,102.1478817,106.5959051,103.0146356,101.5936616,100.1260912,100.7280162,102.1982995,94.27347805,103.1044179,103.3935417,102.6845681,,,,,
PAS_chr2-1_0158,151.7924997,130.2925558,85.94057077,66.57184709,72.97097363,92.26412291,95.6911057,128.4171962,110.8647195,92.63687885,86.32004928,89.71988501,76.86606497,,,,,
PAS_chr1-4_0469,161.4887747,119.7283556,153.3582982,75.78041316,98.14408414,83.37464293,80.35188284,81.79066446,75.51127674,84.76908111,83.925031,84.83659531,96.81208006,,,,,
PAS_chr3_0488,52.97004841,69.01384953,66.28956027,109.7020503,97.77867869,98.85367303,103.4365441,95.17265175,113.600915,104.4726914,131.37604,115.4542293,120.2131724,,,,,
PAS_chr3_0520,157.9871709,105.4640103,121.3488723,84.71990586,96.86139723,84.84939237,80.8899727,95.33688411,85.59980975,93.22282827,84.24506336,86.37864455,100.6937295,,,,,
PAS_chr3_0534,141.8282147,119.8430218,96.7371638,102.879313,87.59485095,92.23841503,87.98534078,97.30200312,90.98322326,94.71988208,87.19085901,92.38365335,84.133884,,,,,
PAS_chr4_0994,136.0688268,95.75325064,145.5176015,61.67676684,96.9262344,93.96503061,84.42746513,117.2381542,91.28528982,92.5640809,76.6833353,90.50765907,93.01223644,,,,,
PAS_chr3_0962,149.7718222,124.1153175,89.88712299,77.41017672,74.63218699,85.10072838,93.06070354,119.7689803,109.7741621,95.72537764,83.07030289,86.96381561,85.16001595,,,,,
PAS_chr3_1010,25.04365212,36.53223787,39.32835939,144.0076504,89.22031328,100.6448189,109.5372882,78.78468277,114.7678567,106.1477101,147.0675329,120.5177444,158.6052876,,,,,
PAS_chr1-1_0231,142.7476348,96.50651236,149.2251622,67.82545707,111.7620308,100.4801034,75.67813929,108.0534473,88.54370858,86.92108267,69.62840023,82.19483017,89.67355515,,,,,
PAS_chr3_0075,29.064774,49.52866704,76.85518679,63.19943875,122.7386589,133.0684905,131.1978003,116.8862318,110.4287701,110.2043391,115.4301183,109.8467446,99.73953656,,,,,
PAS_chr1-4_0364,55.05382352,83.11671192,50.75631654,101.5259629,80.27442501,85.35429383,98.03361057,91.78338535,121.2088583,111.153502,139.3764599,110.0419538,140.3306797,,,,,
PAS_chr2-1_0183,101.2034756,86.41449013,105.6644314,109.0164655,96.68629882,96.56033805,89.56824755,78.84661784,102.7801051,94.86028603,100.7571744,102.56919,102.1003593,,,,,
PAS_chr1-4_0395,97.49499984,123.9441396,120.2691989,96.16005691,98.73017075,97.95171263,115.21547,97.44635175,77.78154873,105.2689767,70.48119938,94.81958778,71.44403112,,,,,
PAS_chr2-2_0420,90.50284284,101.3779158,155.9454946,90.231288,101.8694343,99.16013701,95.53579261,80.50786863,90.87455987,92.28686945,95.8716088,89.03532779,82.98289613,,,,,
PAS_chr1-3_0237,136.7710307,93.25174051,99.42516368,88.59293337,96.85926179,95.53510819,92.84007256,82.80484362,92.33035413,89.79338792,88.94234504,113.9216875,95.04973404,,,,,
PAS_chr4_0514,58.80572661,51.71033464,118.5424492,91.578253,97.92229451,95.97231035,97.2827396,90.83437507,93.40664235,105.779209,120.3697077,115.3167035,128.4081848,,,,,
PAS_chr1-4_0482,91.35860723,120.1097953,86.09210533,87.0758543,91.83074368,84.9519914,83.16716899,98.42079441,91.26526045,101.1091968,99.77354384,110.7966359,118.7610616,,,,,
PAS_chr4_0345,166.600784,139.8832887,108.5776856,86.28388727,85.79412606,82.84921271,89.35342863,80.81480935,84.16205693,81.9274023,84.64374014,84.46146105,88.03321499,,,,,
PAS_chr4_0085,85.84856232,67.99887171,76.22335875,125.3208849,104.4089565,97.53337933,104.4785445,90.03963746,98.78163049,96.61193613,102.9748973,101.4569861,111.5166866,,,,,
PAS_chr3_0038,128.9485865,100.0127463,164.8092877,66.69040384,101.1898159,83.79374727,76.32669895,101.1750908,75.73600512,98.36678916,81.7220458,87.09354006,96.27142532,,,,,
PAS_chr2-1_0018,45.85724637,62.72397847,71.48605017,111.8178728,103.184783,91.45544562,94.0996275,95.53300375,116.3460944,115.9483377,115.2468049,110.511103,125.6769111,,,,,
PAS_chr1-4_0044,69.40438484,81.51612866,89.76292756,121.8013104,74.03243979,86.11589071,99.14226033,76.55621368,98.6591084,98.9750365,125.1004177,117.5558478,120.3848647,,,,,
PAS_chr1-4_0480,106.7092203,89.77259658,93.70264504,70.41626051,94.30307727,84.60276428,86.3919586,96.06487695,102.2629641,103.0874739,104.8613824,97.62034191,128.1371653,,,,,
PAS_chr2-1_0547,148.8536278,97.88465594,112.9788139,101.4213779,92.26576586,89.21522787,97.79575009,73.1462088,86.04656767,100.3586661,81.76949846,92.54856832,80.65800011,,,,,
PAS_FragD_0031,56.52023228,61.13051398,67.17324848,110.7209131,115.2847841,108.0977921,110.9776075,96.92818513,111.3110803,119.7860349,104.8396673,106.6821128,84.10579375,,,,,
PAS_chr3_0464,129.9122088,106.7576401,102.5196721,94.48635994,84.84519319,84.34690605,89.63234624,85.56242032,94.10006818,97.39783481,101.1630227,92.60846834,90.02740599,,,,,
PAS_chr4_0181,60.26038438,51.05431462,74.51689148,99.79218933,71.9040901,74.11429455,75.44102932,79.25494887,129.1424579,139.8538213,137.7871096,131.2565209,125.986783,,,,,
PAS_chr4_0965,82.01647252,83.13132946,102.1232399,103.523681,90.8382255,88.16856078,92.76491737,79.86786638,107.2053268,106.7315955,110.7007547,98.91874678,103.7574435,,,,,
PAS_chr2-1_0127,38.52798536,41.84737903,54.74825185,124.0492864,110.0091734,110.2198509,111.6352658,108.818677,113.9507715,107.5524473,114.7197791,104.9150007,108.528204,,,,,
PAS_chr3_0414,40.10238064,59.24239821,53.95561989,111.6599325,107.6286423,92.79904774,100.3393458,99.54528229,122.029901,104.6018781,114.6303743,107.4107446,132.262553,,,,,
PAS_chr2-1_0862,149.8694492,87.58753751,52.6009912,104.771307,95.46689677,86.3072914,86.66387363,94.60830438,99.04957865,91.89003359,93.43251756,103.6375259,99.63574932,,,,,
PAS_chr1-4_0419,123.0264112,243.7464589,201.3197197,26.27267702,54.82008575,97.04307175,91.07505217,78.39464143,71.62712023,58.4985348,66.53150285,59.65541218,73.29409607,,,,,
PAS_chr1-4_0366,95.57723712,139.999244,65.54085113,84.58263967,81.21205913,85.48643004,85.36891505,86.03160622,98.15190477,99.69847319,114.156761,100.4572654,108.0280443,,,,,
PAS_chr4_0714,105.8377827,68.92271721,135.6771037,96.23710658,98.87235107,93.77812975,95.12727343,80.91414926,91.30146142,91.05763052,96.88981153,86.37181844,102.9868442,,,,,
PAS_chr4_0849,52.6825979,74.19367684,59.70396926,108.1937507,86.50290627,94.67755503,104.435214,116.9512686,118.1022786,96.26669935,116.0704605,104.1923416,111.2150168,,,,,
PAS_chr3_0398,143.369033,96.23431855,131.3560403,76.80472227,97.71429261,91.58449361,95.00234543,93.23471863,84.80939744,85.72642407,78.23013924,87.50445038,80.9868551,,,,,
PAS_chr2-2_0446,106.8872383,101.7648423,102.8022158,70.20007584,83.96827006,89.84718209,94.78976408,100.6183605,99.79049799,95.49832428,94.18014082,93.61954468,108.3903389,,,,,
PAS_chr4_0888,47.03762537,56.94092902,81.13523394,109.0202753,100.5276299,102.5884462,96.20894061,93.66584983,99.55136706,97.20559012,114.2005724,110.6630083,131.9720789,,,,,
PAS_chr1-1_0488,116.5041468,97.96828269,83.92899884,97.19247141,92.1765419,90.86473512,85.67171822,86.29564233,95.99791473,82.1110948,102.3480382,92.7488011,116.8665277,,,,,
PAS_chr2-1_0465,49.12064956,56.69240221,52.1494847,117.4403485,90.77691768,104.243814,115.5058316,99.05616254,103.2850292,112.4667765,123.4158846,100.1240978,116.1007692,,,,,
PAS_chr1-3_0260,110.1460488,102.528941,88.85805793,95.07294987,95.42482187,88.89840089,94.23895929,83.90036439,95.67260798,93.3810716,96.89202477,89.38521999,104.6666115,,,,,
PAS_chr1-3_0251,52.80027679,63.56043771,131.246525,102.593236,107.3113457,97.72594981,96.18495779,94.62328793,97.4640647,110.1538126,98.34251443,102.3033451,84.06416897,,,,,
PAS_chr2-2_0402,135.7864411,111.6119915,111.4637013,87.22656817,96.59078568,80.16258166,86.58787875,89.14188011,89.75155138,85.24754944,90.26975304,85.89699534,88.54396495,,,,,
PAS_chr3_0363,88.62368295,109.1475467,91.42139608,88.51907866,89.2566852,90.42059109,75.00831185,106.2183738,107.0392006,80.92918778,103.3767054,102.9454549,104.6587086,,,,,
PAS_chr1-1_0410,133.8293815,167.1362188,81.37386571,78.74676974,74.52655691,76.98862062,78.59650103,101.6060935,79.36146415,97.4819565,91.75052351,86.54728479,88.27628126,,,,,
PAS_chr2-2_0158,78.80277905,96.56345044,127.2483694,122.3815914,99.03742443,78.30934057,83.95432775,102.965466,95.75846088,89.19233195,87.90007175,87.29768259,86.09397092,,,,,
PAS_chr4_0349,100.1771002,94.9322274,90.24097048,95.35607636,105.1265854,92.56607507,90.95663562,91.87695969,92.632415,88.75543982,90.76080846,93.58710038,107.7834,,,,,
PAS_chr3_0327,18.65186581,11.02704639,15.01448904,170.9814477,113.7325608,105.1113841,115.0606105,77.53515311,105.8528056,117.3695381,145.0785832,119.3507592,119.2644564,,,,,
PAS_chr3_0048,60.59247037,79.60048012,102.5053274,86.86080914,93.66714069,99.36466831,85.51109791,87.65447346,95.83029322,98.72480105,98.96558238,114.5010173,129.9434519,,,,,
PAS_chr4_0333,28.21816641,34.59997756,118.4012363,122.2415832,103.4381199,109.5037339,105.3916344,94.32622514,96.00022654,107.0276686,102.9874219,108.794145,102.2751069,,,,,
PAS_chr4_0905,151.8848132,105.105045,122.3073979,81.61470765,84.88846283,85.99698145,75.68041252,82.2147642,76.79833178,87.85410894,85.26701158,92.09752906,101.4836514,,,,,
PAS_chr1-4_0021,78.91173997,115.8850496,103.7301921,77.78918883,85.38610699,86.53635709,85.67601987,99.57189499,97.79703649,86.81109999,100.6427688,90.82592776,123.5663286,,,,,
PAS_chr2-2_0401,122.978206,130.4054668,95.17983386,77.011345,89.52255601,83.16375733,76.74129987,92.45266179,88.07144659,82.45549295,90.02970144,91.27219582,113.7664024,,,,,
PAS_chr2-1_0670,169.1013339,105.8200453,123.4917464,70.06148316,88.56873636,77.65699145,74.93935772,90.47239773,77.71022292,78.31950484,72.81991461,92.00433383,112.0301408,,,,,
PAS_chr2-1_0770,77.51775715,123.6338725,79.08860798,94.0385806,90.36119159,85.7871686,84.30423608,93.33338704,106.8065422,96.34470119,102.2361171,98.4296785,101.1139442,,,,,
PAS_chr1-4_0231,75.44536663,82.59005038,94.56021076,121.1244739,104.5781642,90.23198979,91.04622654,85.21422307,103.6211398,88.93456789,103.7031222,98.03249147,93.44965588,,,,,
PAS_chr3_0783,79.57230621,85.82220729,130.9288405,102.0918295,87.61374596,82.62243683,98.17732333,71.78919694,92.98605626,94.07467604,100.0256696,103.0043312,101.3788483,,,,,
PAS_chr2-2_0052,71.78009463,69.39302488,94.6408346,112.4153886,100.1542036,97.47601132,90.62198551,89.68411271,103.4500849,86.29502981,109.1039816,92.88371935,111.3671259,,,,,
PAS_chr3_0770,203.8932884,153.9515129,107.803724,56.34566514,77.03304044,79.79440237,81.86735174,107.5372789,81.53380013,80.86047147,60.2560787,81.95075053,56.31888575,,,,,
PAS_chr3_0577,57.55023439,75.5442511,104.6848669,134.4410577,101.4860091,91.05166882,95.43903731,76.63446036,87.58894783,102.9004897,107.9085428,101.076618,92.6442635,,,,,
PAS_chr3_0418,71.19043684,133.9359428,171.206608,52.78181212,73.68344258,107.0115587,90.04376175,84.36830964,100.9882196,86.83093558,86.84703793,84.93614863,85.08838096,,,,,
PAS_chr1-4_0598,166.6586196,132.2681149,85.13239178,43.05405913,68.63254689,87.91469829,91.90793354,133.6472746,103.3073613,84.1457549,71.73046513,83.01383292,76.40960213,,,,,
PAS_chr2-1_0258,63.2525098,58.81503143,61.17269814,117.0397489,100.1227955,93.87810643,114.2073346,94.97298269,103.6777479,110.7819023,108.3728984,95.38990079,105.5074652,,,,,
PAS_chr1-4_0164,107.1903245,135.5239601,288.1085388,20.78010197,44.77235573,125.1708086,104.1001153,92.27976454,84.57251181,48.78760546,53.52021824,50.9498714,70.57736248,,,,,
PAS_c131_0013,80.78389934,87.18575981,99.32489329,110.3820202,95.10055115,89.85886029,95.74579455,83.63015044,97.0771907,98.59530593,101.3406382,98.10413415,88.81002185,,,,,
PAS_chr2-2_0443,69.61529031,97.50993179,100.7215524,105.351585,80.82845652,88.31620785,94.9408302,88.67962425,98.73104289,98.85035772,111.1151584,99.92379829,91.1942743,,,,,
PAS_chr3_0515,106.0252579,115.6420339,85.75495399,94.45938653,95.59843929,92.91837345,93.63213587,89.87433791,85.63473909,93.39460642,95.88198267,90.66739489,86.20849691,,,,,
PAS_FragD_0012,73.9299725,73.66837151,134.3383132,83.00561574,98.72311378,91.52617086,83.47617652,87.12677969,91.1707816,94.8724166,96.10617764,99.85325429,117.0114278,,,,,
PAS_chr3_0127,64.97268746,54.20925478,77.20363614,120.3590162,123.2948306,100.5892812,100.0762844,93.89106755,89.68188553,89.12649857,105.6439363,88.30296227,117.0030327,,,,,
PAS_chr4_0217,127.3959695,106.5331027,126.5858335,68.70099297,80.30741447,86.53112419,84.42199455,100.5733063,94.83303885,86.37724687,82.24685467,87.83178045,91.40989274,,,,,
PAS_chr3_1231,13.05689223,19.24888906,37.84708397,103.5400986,111.8859388,113.9636548,124.4422153,97.62164157,117.3407069,135.5181945,121.5918977,125.0629421,98.27708001,,,,,
PAS_chr4_0426,45.02426955,49.97214277,46.80663664,87.15797035,113.9080918,112.4979134,127.8072825,103.1250829,102.0482096,112.6121319,107.7622867,115.9356437,94.25744841,,,,,
PAS_chr4_0448,146.9316297,139.9683197,106.5939357,93.1033867,83.01497891,82.71090685,73.1847791,83.15155115,76.88046904,85.87330464,82.62916158,81.04618614,81.89756668,,,,,
PAS_chr3_0196,80.97178232,83.08651127,78.87045986,76.80653683,84.08581095,94.22580313,89.58622231,92.86486077,99.31420633,97.95340941,101.1049446,95.50712976,142.1507764,,,,,
PAS_chr1-3_0159,28.67914906,46.30335505,32.97470598,145.6203459,122.884603,111.7464874,116.5087135,92.38838446,97.10604674,115.4794616,113.069427,106.4971015,86.09778163,,,,,
PAS_chr2-1_0407,69.65682847,73.44976651,97.2568396,120.1564434,97.61642777,93.44726488,100.6149121,81.75171652,92.27182966,101.8504982,90.39452238,102.2455468,94.61458014,,,,,
PAS_chr1-3_0253,40.80711695,45.43297686,67.29620107,117.4109938,102.9485785,106.0455482,107.6654204,93.20349748,106.2227409,105.3208851,114.1284911,108.591855,99.84574849,,,,,
PAS_chr4_0758,81.86218425,73.99535777,68.94329455,91.51480786,98.10929361,101.2669518,98.69263437,98.5442687,98.72870369,91.76942136,107.6627136,96.80903321,106.7759579,,,,,
PAS_chr2-1_0199,157.0631413,105.6202658,70.10707543,87.35487251,86.48243503,90.19661206,85.93487816,76.05539004,87.51724333,89.40315723,80.72795963,102.6260515,94.7442438,,,,,
PAS_chr1-1_0194,47.9083237,46.26582577,63.523226,125.0686469,102.4038501,100.0452813,104.8907496,83.04154706,103.2573191,102.7374823,106.3071854,112.3163242,115.7326198,,,,,
PAS_chr2-2_0319,45.53650978,54.85915563,88.24082174,51.62017531,91.32244935,129.7119963,140.9888825,107.1597573,101.6237493,89.54737332,102.2770697,102.8887068,107.3523905,,,,,
PAS_chr2-1_0505,107.0408951,101.1023887,79.5944216,83.32254978,104.4151706,100.0693507,93.51515776,109.8080503,101.4819012,82.37407153,82.68577305,86.48695016,80.614379,,,,,
PAS_chr3_0123,136.2584398,128.5970667,95.5465109,66.54571395,84.25229477,80.07615966,83.75335197,89.05819446,84.05741552,98.46184844,90.49062679,82.94166403,91.95461886,,,,,
PAS_chr3_0543,71.88668015,75.12931014,67.46019955,91.03126582,107.5386392,103.4802507,115.4127568,91.98541995,93.99427208,105.8955777,95.83740651,106.157868,85.51965084,,,,,
PAS_chr4_0874,115.2931266,134.9425578,67.30730212,53.94759471,74.0740077,87.55079084,91.98654461,137.1463807,109.3743275,86.72797945,84.66696722,84.36393665,83.92893489,,,,,
PAS_chr2-1_0589,98.64408146,102.4674658,78.43326219,95.37307635,95.68996808,94.09146577,84.75918122,99.92269878,86.25531644,89.11731737,96.2832483,88.15681078,101.7869757,,,,,
PAS_chr2-1_0688,161.2378723,145.0352093,140.926316,73.438192,86.67155312,81.02598594,82.45820852,76.14513202,75.21362803,82.62381786,67.74993112,74.66092804,62.02068402,,,,,
PAS_chr2-1_0174,56.26339199,61.52182322,64.23330604,122.5428458,100.5062161,102.0623516,100.6006044,98.17651031,99.60958453,98.57889153,100.6427688,104.7700748,98.95205996,,,,,
PAS_chr1-4_0278,76.53386251,80.43455528,107.7804681,96.93089881,96.24667492,91.91113659,94.93551199,91.29507351,91.97846957,91.04858551,94.97234961,92.26609359,102.1212515,,,,,
PAS_chr3_0052,62.73038476,58.91012258,70.42668827,112.5347762,88.17708511,98.10895775,99.15350028,93.02950983,112.3983061,102.7568837,103.8622114,102.4706207,103.8316813,,,,,
PAS_chr1-1_0502,66.95873777,78.787855,71.15780263,95.25341739,105.336132,100.31212,98.04343263,96.34481634,99.8313064,98.61437313,100.0980775,102.8379682,93.29105993,,,,,
PAS_chr2-1_0113,159.6481697,111.5365177,101.3708341,79.92189209,91.79109607,81.46215101,82.1244687,82.38809922,83.97553511,83.58118772,77.69223295,82.47501728,86.58162858,,,,,
PAS_chr3_0754,148.76485,101.9623421,84.55541493,74.26458874,87.51368055,90.16264488,91.01495637,103.0682156,91.00241196,85.72593142,78.3948336,87.35007326,79.72337219,,,,,
PAS_chr4_0836,89.15860297,79.16774481,343.9735921,40.11501853,81.33492664,72.85483595,66.49082128,78.60875077,58.22450502,77.32110097,68.21235491,73.97530029,69.89365089,,,,,
PAS_chr2-2_0021,161.3715106,225.8103588,70.77686316,41.37870584,68.35842068,62.29699229,58.22431846,86.17042262,93.61546124,76.94335033,74.58561488,82.74032633,95.85088482,,,,,
PAS_chr4_0829,54.16486645,59.66213852,63.55354129,105.8303868,99.49713005,104.2217193,104.769257,82.57874904,97.0656131,102.1230873,110.7861644,102.6756105,110.8480873,,,,,
PAS_chr1-4_0399,163.6251558,146.5147743,106.4506481,75.37696714,75.95575481,78.21323897,77.19150596,91.02201655,78.89696291,82.55021284,76.70402287,70.36186297,74.18548812,,,,,
PAS_chr4_0010,16.25172656,33.00873615,32.73109729,129.4702674,114.1931632,93.59787328,105.3761132,112.4700114,132.0472809,107.9728471,124.7917527,89.11048327,103.7252763,,,,,
PAS_chr2-2_0435,62.09210006,82.14138934,104.3714153,98.38803134,89.02026774,90.90931162,82.69497444,83.24072606,91.75520969,111.8885692,99.73435425,97.70848821,100.2570212,,,,,
PAS_chr4_0286,24.5240018,35.06883258,101.3677405,104.1613015,106.9957889,101.4656805,89.79997626,105.0475444,96.63003859,97.88185834,101.5977024,106.8000361,121.2879021,,,,,
PAS_FragB_0037,149.4396478,107.356291,156.8293011,67.1352581,83.0518406,81.08454387,78.19845153,74.03861755,72.92897443,75.60324552,78.77918358,76.07005177,92.07485465,,,,,
PAS_chr1-4_0181,70.76898092,48.16259291,76.2236757,77.37638619,90.41287396,110.2709581,105.3059545,98.97430588,107.1980219,100.8942444,97.05116153,110.0971929,99.49497154,,,,,
